title,release_date,revenue,budget,return,crew
A Bag of Hammers,2011-03-12,0.0,2000000.0,0.0,Brian Crano
2 Young,2005-04-28,0.0,0.0,0.0,Derek Yee Tung-Sing
Pour 100 briques t'as plus rien !,1982-05-12,0.0,0.0,0.0,Édouard Molinaro
Womb,2010-07-15,0.0,3100000.0,0.0,Benedek Fliegauf
The Way,2010-09-10,4430765.0,0.0,0.0,Emilio Estevez
Cazuza: Time Doesn't Stop,2004-06-11,0.0,0.0,0.0,Walter Carvalho
Cazuza: Time Doesn't Stop,2004-06-11,0.0,0.0,0.0,Sandra Werneck
Look for a Woman,1982-06-09,0.0,0.0,0.0,Alla Surikova
A House In The Hills,1993-01-20,0.0,0.0,0.0,Ken Wiederhorn
August 32nd on Earth,1998-11-18,0.0,0.0,0.0,Denis Villeneuve
Le Pont du Nord,1982-03-24,0.0,0.0,0.0,Jacques Rivette
Cave of Forgotten Dreams,2010-09-10,6467348.0,0.0,0.0,Werner Herzog
Mr. & Mrs. Incredible,2011-02-03,0.0,0.0,0.0,Vincent Kok
Jade Warrior,2006-09-08,0.0,0.0,0.0,Antti-Jussi Annila
Four Lovers,2010-09-15,0.0,0.0,0.0,Antony Cordier
Walter,1982-11-02,0.0,0.0,0.0,Stephen Frears
Pleasure at Her Majesty's,1976-12-29,0.0,0.0,0.0,
The State Counsellor,2005-01-01,0.0,0.0,0.0,Filipp Yankovsky
The Secret Policeman's Other Ball,1982-09-23,0.0,0.0,0.0,Julien Temple
The Secret Policeman's Other Ball,1982-09-23,0.0,0.0,0.0,Roger Graef
Marco Polo,2007-04-06,0.0,0.0,0.0,Kevin Connor
Miami Connection,1987-08-18,0.0,0.0,0.0,Y.K. Kim
Miami Connection,1987-08-18,0.0,0.0,0.0,Woo-sang Park
"Think Fast, Mr. Moto",1937-07-27,0.0,0.0,0.0,Norman Foster
Killer: A Journal of Murder,1996-09-06,0.0,0.0,0.0,Tim Metcalfe
Escort in love,2011-03-18,0.0,0.0,0.0,Massimiliano Bruno
Buster Keaton: A Hard Act to Follow,1987-09-30,0.0,0.0,0.0,Kevin Brownlow
Buster Keaton: A Hard Act to Follow,1987-09-30,0.0,0.0,0.0,David Gill
"Thank You, Mr. Moto",1937-12-24,0.0,0.0,0.0,Norman Foster
It Begins with the End,2010-05-26,0.0,0.0,0.0,Michaël Cohen
Mr. Moto's Gamble,1938-04-07,0.0,0.0,0.0,James Tinling
Immediate Family,1989-10-27,0.0,0.0,0.0,Jonathan Kaplan
Mr. Moto in Danger Island,1939-04-07,0.0,0.0,0.0,Herbert I. Leeds
La Domination Masculine,2009-11-25,0.0,0.0,0.0,Patrick Jean
Attack the Block,2011-05-12,3964682.0,14350531.0,0.2762742368209232,Joe Cornish
12 Days of Christmas Eve,2004-12-07,0.0,0.0,0.0,Martha Coolidge
Mr. Wong in Chinatown,1939-08-01,0.0,0.0,0.0,William Nigh
Where Angels Fear to Tread,1991-06-21,0.0,0.0,0.0,Charles Sturridge
The Fatal Hour,1940-01-15,0.0,0.0,0.0,William Nigh
Lupin the Third: Sweet Lost Night,2008-07-25,0.0,0.0,0.0,Tetsuro Animo
2012: Ice Age,2011-06-27,0.0,0.0,0.0,Trey Stokes
2012: Ice Age,2011-06-27,0.0,0.0,0.0,Travis Fort
Wake Wood,2011-03-25,0.0,0.0,0.0,David Keating
Down from the Mountain,2001-06-05,0.0,0.0,0.0,Nick Doob
Down from the Mountain,2001-06-05,0.0,0.0,0.0,Chris Hegedus
Down from the Mountain,2001-06-05,0.0,0.0,0.0,D.A. Pennebaker
Cameron's Closet,1988-12-02,136203.0,7000000.0,0.0194575714285714,Armand Mastroianni
Girls Nite Out,1982-06-20,0.0,0.0,0.0,Robert Deubel
Grotesque,1988-09-09,0.0,0.0,0.0,Joe Tornatore
"Initiation: Silent Night, Deadly Night 4",1990-11-21,0.0,0.0,0.0,Brian Yuzna
Bad Dreams,1988-04-08,9797098.0,4000000.0,2.4492745,Andrew Fleming
Incubus,1966-10-26,0.0,0.0,0.0,Leslie Stevens
Adventures of Mowgli,1973-01-01,0.0,0.0,0.0,Roman Davydov
Love and Mary,2007-01-01,0.0,500000.0,0.0,Elizabeth Harrison
Lipstick,1976-04-02,0.0,0.0,0.0,Lamont Johnson
The Least of These,2011-08-02,0.0,0.0,0.0,
Come See the Paradise,1990-08-17,0.0,0.0,0.0,Alan Parker
Killer McCoy,1947-12-01,0.0,0.0,0.0,Roy Rowland
Stakeout on Dope Street,1958-05-03,0.0,0.0,0.0,Irvin Kershner
Among Wolves,2010-11-26,0.0,8000000.0,0.0,Gerardo Olivares
Critic's Choice,1963-04-13,0.0,0.0,0.0,Don Weis
The Gospel According to Philip K. Dick,2001-01-01,0.0,0.0,0.0,Mark Steensland
Millionaires Express,1986-01-30,0.0,0.0,0.0,Sammo Hung
Mélo,1986-09-03,0.0,0.0,0.0,Alain Resnais
Blinky™,2011-03-21,0.0,61733.0,0.0,Ruairi Robinson
The Bull,1994-01-01,0.0,0.0,0.0,Carlo Mazzacurati
Arcane Sorcerer,1996-01-01,0.0,0.0,0.0,Pupi Avati
Figli – Hijos,2001-01-01,0.0,0.0,0.0,Marco Bechis
Kick-Ass 2,2013-07-17,60700000.0,28000000.0,2.1678571428571427,Jeff Wadlow
Monte Carlo,2011-07-01,17425000.0,20000000.0,0.87125,Thomas Bezucha
Larry Crowne,2011-06-30,36160375.0,30000000.0,1.2053458333333331,Tom Hanks
Emmanuelle in the Country,1982-01-01,0.0,0.0,0.0,Mario Bianchi
Amore libero - Free Love,1974-08-13,0.0,0.0,0.0,Pier Ludovico Pavoni
Taking Off,1971-05-17,0.0,0.0,0.0,Miloš Forman
The Desperadoes,1943-05-25,0.0,0.0,0.0,Charles Vidor
Age of the Dragons,2011-03-21,0.0,5000000.0,0.0,Ryan Little
Conspirators of Pleasure,1996-10-17,0.0,0.0,0.0,Jan Švankmajer
Sudden Danger,1955-12-14,0.0,0.0,0.0,Hubert Cornfield
Where the Boys Are '84,1984-04-06,10530000.0,0.0,0.0,Hy Averback
The Train: Some Lines Shoulder Never Be Crossed...,2007-06-07,0.0,0.0,0.0,Hasnain Hyderabadwala
The Train: Some Lines Shoulder Never Be Crossed...,2007-06-07,0.0,0.0,0.0,Raksha Mistry
Daddy and the Muscle Academy,1991-10-17,0.0,0.0,0.0,Ilppo Pohjola
The Reincarnation of Isabel,1973-01-17,0.0,0.0,0.0,Renato Polselli
The Blonde with Bare Breasts,2010-07-21,0.0,7500000.0,0.0,Manuel Pradal
Cotton Comes to Harlem,1970-05-27,0.0,1200000.0,0.0,Ossie Davis
Spooner,2009-01-18,0.0,0.0,0.0,Drake Doremus
The Inkwell,1994-04-22,8880705.0,0.0,0.0,Matty Rich
"For a Moment, Freedom",2008-08-29,0.0,0.0,0.0,Arash T. Riahi
Slaves to the Underground,1997-11-14,0.0,0.0,0.0,Kristine Peterson
Zebra Lounge,2001-10-04,0.0,0.0,0.0,Kari Skogland
From Me To You,2010-09-25,0.0,0.0,0.0,Naoto Kumazawa
Drole de Drame,1937-10-20,0.0,0.0,0.0,Marcel Carné
Gideon's Daughter,2005-10-21,0.0,0.0,0.0,Stephen Poliakoff
You Won't Have Alsace-Lorraine,1977-10-19,0.0,0.0,0.0,Coluche
Safe House,2012-02-09,208076205.0,85000000.0,2.4479553529411766,Daniel Espinosa
This Means War,2012-02-14,156974557.0,65000000.0,2.4149931846153847,McG
Dark Tide,2012-03-28,432274.0,25000000.0,0.01729096,John Stockwell
Cabin in the Sky,1943-04-09,1606624.0,662141.0,2.4264076684573226,Vincente Minnelli
Cabin in the Sky,1943-04-09,1606624.0,662141.0,2.4264076684573226,Busby Berkeley
Abduction,2011-09-22,82087155.0,35000000.0,2.345347285714286,John Singleton
Looper,2012-09-26,47042000.0,30000000.0,1.5680666666666667,Rian Johnson
Our Idiot Brother,2011-08-26,17273593.0,10000000.0,1.7273593,Jesse Peretz
Genius Within: The Inner Life of Glenn Gould,2009-09-13,166770.0,0.0,0.0,Michèle Hozer
Genius Within: The Inner Life of Glenn Gould,2009-09-13,166770.0,0.0,0.0,Peter Raymont
Legends of Oz: Dorothy's Return,2013-06-13,18662027.0,70000000.0,0.2666003857142857,Dan St. Pierre
The Given Word,1962-04-17,0.0,0.0,0.0,Anselmo Duarte
World War Three,1998-12-01,0.0,0.0,0.0,Robert Stone
Wild Tigers I Have Known,2006-07-12,0.0,0.0,0.0,Cam Archer
Cold Heart,2001-02-10,0.0,0.0,0.0,Dennis Dimster
Room 314,2006-01-01,0.0,0.0,0.0,
Red Rover,2006-10-08,0.0,0.0,0.0,Marc S. Grenier
American Virgin,2000-06-02,0.0,0.0,0.0,Jean-Pierre Marois
Rosso,1985-08-26,0.0,0.0,0.0,
The Shadow Men,1997-09-24,0.0,2000000.0,0.0,Timothy Bond
The Bang Bang Club,2010-09-15,0.0,0.0,0.0,Steven Silver
The Child and the Policeman,1989-01-01,0.0,0.0,0.0,Carlo Verdone
Novo,2002-08-03,0.0,0.0,0.0,Jean-Pierre Limosin
The Last Minute,1988-01-01,0.0,0.0,0.0,Pupi Avati
"I, Cesar",2003-04-09,0.0,6844180.0,0.0,Richard Berry
Malibu Beach,1978-05-01,0.0,0.0,0.0,Robert J. Rosenthal
"This World, Then the Fireworks",1997-07-11,0.0,0.0,0.0,Michael Oblowitz
Dreams on Spec,2007-01-01,0.0,0.0,0.0,Daniel Snyder
Il tassinaro,1983-01-01,0.0,0.0,0.0,Alberto Sordi
White Mischief,1987-11-30,0.0,5300000.0,0.0,Michael Radford
Il vigile,1960-01-01,0.0,0.0,0.0,Luigi Zampa
Side Street Story,1951-04-17,0.0,0.0,0.0,Eduardo De Filippo
Judy Moody and the Not Bummer Summer,2011-06-10,14166853.0,20000000.0,0.70834265,John Schultz
The Topp Twins: Untouchable Girls,2009-09-13,0.0,0.0,0.0,Leanne Pooley
Open Doors,1990-01-01,0.0,0.0,0.0,Gianni Amelio
S.S.D.,2008-09-04,0.0,0.0,0.0,Vadim Shmelyov
Missing Pieces,2000-02-06,0.0,0.0,0.0,Carl Schenkel
Girl 27,2007-07-27,0.0,0.0,0.0,David Stenn
Lunar Cop,1995-12-19,0.0,0.0,0.0,Boaz Davidson
They Killed Sister Dorothy,2008-01-01,0.0,0.0,0.0,Daniel Junge
Sprung,1997-05-14,7553105.0,0.0,0.0,Rusty Cundieff
Salut cousin !,1996-11-20,0.0,0.0,0.0,Merzak Allouache
Final Flesh,2009-11-17,0.0,0.0,0.0,Ike Sanders
Babysitter Wanted,2009-02-06,0.0,0.0,0.0,Jonas Barnes
Babysitter Wanted,2009-02-06,0.0,0.0,0.0,Michael Manasseri
Black Heat,1976-06-01,0.0,0.0,0.0,Al Adamson
Loser Takes All!,2004-06-23,0.0,0.0,0.0,Laurent Bénégui
Teresa Venerdì,1941-01-01,0.0,0.0,0.0,Vittorio De Sica
Second Skin,2000-12-22,0.0,3.0,0.0,Darrell James Roodt
Finisterrae,2010-06-11,0.0,0.0,0.0,Sergio Caballero
Men Seeking Women,1997-03-08,0.0,0.0,0.0,Jim Milio
Lethal Ninja,1993-04-19,0.0,0.0,0.0,Yossi Wein
Allotment Wives,1945-11-08,0.0,0.0,0.0,William Nigh
Lavoura Arcaica,2001-10-29,0.0,0.0,0.0,Luiz Fernando Carvalho
"Master, a Building in Copacabana",2002-11-22,0.0,0.0,0.0,Eduardo Coutinho
L.A. Zombie,2010-10-07,0.0,0.0,0.0,Bruce LaBruce
Hi Way,2006-05-02,0.0,0.0,0.0,Jacek Borusinski
Gamera the Brave,2006-11-11,0.0,0.0,0.0,Ryuta Tazaki
Beck,2010-09-04,0.0,0.0,0.0,Yukihiko Tsutsumi
The Speed of Thought,2011-04-29,0.0,2000000.0,0.0,Evan Oppenheimer
Christopher and His Kind,2011-03-19,0.0,0.0,0.0,Geoffrey Sax
Nemesis 4: Death Angel,1996-12-23,0.0,0.0,0.0,Albert Pyun
The Under-Gifted,1980-04-30,0.0,0.0,0.0,Claude Zidi
Blood on the Streets,1974-10-23,0.0,0.0,0.0,Jacques Deray
Lovey-Dovey 3,2011-03-03,0.0,4000000.0,0.0,Sergey Ginzburg
Beyond Darkness,1990-01-01,0.0,0.0,0.0,Claudio Fragasso
Magnificat,1993-04-09,0.0,0.0,0.0,Pupi Avati
Arrangiatevi!,1959-01-01,0.0,0.0,0.0,Mauro Bolognini
Umbrella Coup,1980-10-08,0.0,0.0,0.0,Gérard Oury
Il conte Max,1957-01-01,0.0,0.0,0.0,Giorgio Bianchi
Hotel Room,1993-04-01,0.0,0.0,0.0,David Lynch
Hotel Room,1993-04-01,0.0,0.0,0.0,James Signorelli
Macaroni,1985-10-24,0.0,0.0,0.0,Ettore Scola
Corto Maltese: The Ballad of the Salt Sea,2003-01-01,0.0,0.0,0.0,Richard Danto
Corto Maltese: The Ballad of the Salt Sea,2003-01-01,0.0,0.0,0.0,Liam Saury
Five Graves to Cairo,1943-05-03,1200000.0,855000.0,1.4035087719298245,Billy Wilder
Corto Maltese: La maison dorée de Samarkand,2004-01-01,0.0,0.0,0.0,Richard Danto
Corto Maltese: La maison dorée de Samarkand,2004-01-01,0.0,0.0,0.0,Liam Saury
María Candelaria,1944-01-21,0.0,0.0,0.0,Emilio Fernández
Losers' Club,2011-03-23,0.0,0.0,0.0,Tolga Örnek
Trumbo,2007-09-10,0.0,0.0,0.0,Peter Askin
Norm MacDonald: Me Doing Standup,2011-03-01,0.0,0.0,0.0,David Steinberg
The Silent World,1956-08-15,0.0,0.0,0.0,Louis Malle
The Silent World,1956-08-15,0.0,0.0,0.0,Jacques-Yves Cousteau
Countdown,2004-12-09,0.0,0.0,0.0,Evgeny Lavrentiev
Hidden Secrets,2006-10-06,0.0,0.0,0.0,Carey Scott
A Separation,2011-03-15,0.0,800000.0,0.0,Asghar Farhadi
The Other Dumas,2010-02-10,0.0,0.0,0.0,Safy Nebbou
The Prefab People,1982-12-09,0.0,0.0,0.0,Béla Tarr
Mad Dog Morgan,1976-07-09,0.0,0.0,0.0,Philippe Mora
Wish You Were Here,2012-04-26,0.0,0.0,0.0,Kieran Darcy-Smith
Scenes from the Class Struggle in Beverly Hills,1989-06-03,0.0,0.0,0.0,Paul Bartel
Hollywood Hong Kong,2001-09-02,0.0,0.0,0.0,Fruit Chan
Made in Hungaria,2009-02-05,0.0,0.0,0.0,Gergely Fonyó
To the Wonder,2013-02-22,587615.0,0.0,0.0,Terrence Malick
Alvarez Kelly,1966-10-01,0.0,0.0,0.0,Edward Dmytryk
The Thirty Nine Steps,1978-11-04,0.0,0.0,0.0,Don Sharp
Corto Maltese: Under the Sign of Capricorn,2002-01-01,0.0,0.0,0.0,Richard Danto
Corto Maltese: Under the Sign of Capricorn,2002-01-01,0.0,0.0,0.0,Liam Saury
Tom and Jerry: Shiver Me Whiskers,2006-08-21,0.0,0.0,0.0,Scott Jeralds
"Cougars, Inc.",2011-05-10,0.0,1000000.0,0.0,K. Asher Levin
Hansel & Gretel: Witch Hunters,2013-01-17,224803475.0,50000000.0,4.4960695,Tommy Wirkola
Victim,2010-11-17,0.0,0.0,0.0,Michael A. Pierce
Victim,2010-11-17,0.0,0.0,0.0,Matt Eskandari
Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,72417394.0,21000000.0,3.448447333333333,David Bowers
Moneyball,2011-09-22,110206216.0,50000000.0,2.20412432,Bennett Miller
The Conspirator,2010-09-10,15478800.0,25000000.0,0.619152,Robert Redford
High School,1968-05-01,0.0,0.0,0.0,Frederick Wiseman
Food,1993-01-01,0.0,0.0,0.0,Jan Švankmajer
Letter to Brezhnev,1985-12-26,0.0,0.0,0.0,Chris Bernard
The Nazis - A Warning From History,1997-09-10,0.0,0.0,0.0,Laurence Rees
ThanksKilling,2009-11-17,0.0,3500.0,0.0,Jordan Downey
Rocky VI,1986-01-01,0.0,0.0,0.0,Aki Kaurismäki
Hitler: A Career,1977-07-08,0.0,0.0,0.0,Joachim Fest
Hitler: A Career,1977-07-08,0.0,0.0,0.0,Christian Herrendoerfer
Operation Mad Ball,1957-01-01,0.0,0.0,0.0,Richard Quine
The Cook,1972-04-07,0.0,0.0,0.0,Hrishikesh Mukherjee
Chashme Buddoor,1981-04-30,0.0,0.0,0.0,Sai Paranjape
The Blue Bird,1940-01-19,0.0,0.0,0.0,Walter Lang
Sharpay's Fabulous Adventure,2011-04-19,0.0,0.0,0.0,Michael Lembeck
Zombie and the Ghost Train,1991-07-26,0.0,0.0,0.0,Mika Kaurismäki
Remote Control,1988-04-07,0.0,0.0,0.0,Jeff Lieberman
The Flag of Iron,1980-02-01,0.0,0.0,0.0,Chang Cheh
Like Crazy,2011-10-28,3542353.0,250000.0,14.169412,Drake Doremus
Circumstance,2011-08-26,0.0,0.0,0.0,Maryam Keshavarz
Another Happy Day,2011-11-18,355688.0,4000000.0,0.088922,Sam Levinson
Love at the Top,1974-03-13,0.0,0.0,0.0,Michel Deville
Kapitalism: Our Improved Formula,2010-04-23,0.0,0.0,0.0,Alexandru Solomon
Lilith,1964-09-27,0.0,0.0,0.0,Robert Rossen
Boots and Saddles,1937-10-04,0.0,0.0,0.0,Joseph Kane
The Human Experience,2008-06-12,0.0,0.0,0.0,Charles Kinnane
Devolved,2010-03-22,0.0,0.0,0.0,John Cregan
Michael Jordan: An American Hero,1999-04-18,0.0,0.0,0.0,Alan Metzger
Max Schmeling,2010-10-07,0.0,0.0,0.0,Uwe Boll
Ask a Policeman,1939-04-29,0.0,0.0,0.0,Marcel Varnel
Arabian Nights,1942-12-25,0.0,0.0,0.0,John Rawlins
The Last Patrol,2001-08-21,0.0,3000000.0,0.0,Sheldon Lettich
Guardian,2001-06-12,0.0,0.0,0.0,John Terlesky
The Legend of the Candy Cane,2001-06-01,0.0,0.0,0.0,
Bone Daddy,1998-07-19,0.0,0.0,0.0,Mario Philip Azzopardi
Blind Side,1993-01-30,0.0,0.0,0.0,Geoff Murphy
Heartbeat Detector,2007-09-12,0.0,0.0,0.0,Nicolas Klotz
The Silence,2010-08-13,0.0,0.0,0.0,Baran bo Odar
The Cimarron Kid,1952-01-13,0.0,0.0,0.0,Budd Boetticher
Sushi Girl,2012-12-07,0.0,2000000.0,0.0,Kern Saxton
Ramrod,1947-05-02,0.0,0.0,0.0,André De Toth
Albuquerque,1948-02-20,0.0,0.0,0.0,Ray Enright
More Than a Miracle,1967-10-19,0.0,0.0,0.0,Francesco Rosi
The Duel at Silver Creek,1952-08-01,0.0,0.0,0.0,Don Siegel
War Arrow,1954-01-01,0.0,0.0,0.0,George Sherman
Ride in the Whirlwind,1966-10-23,0.0,0.0,0.0,Monte Hellman
The Big Broadcast of 1938,1938-02-11,0.0,0.0,0.0,Mitchell Leisen
She,1935-06-12,0.0,0.0,0.0,Irving Pichel
She,1935-06-12,0.0,0.0,0.0,Lansing C. Holden
The Big City,1963-09-27,0.0,0.0,0.0,Satyajit Ray
Shaolin Intruders,1983-10-06,0.0,0.0,0.0,Tong Kai
The Burning Bed,1984-10-08,0.0,0.0,0.0,Robert Greenwald
Prowl,2010-09-04,0.0,0.0,0.0,Patrik Syversen
Hey Ram,2000-02-18,4900000.0,3900000.0,1.2564102564102564,Kamal Haasan
The Audrey Hepburn Story,2000-03-27,0.0,0.0,0.0,Steven Robman
The Chain Reaction,1980-09-25,0.0,0.0,0.0,Ian Barry
The Importance of Tying Your Own Shoes,2011-03-18,0.0,950000.0,0.0,Lena Koppel
Siddhartha,1972-08-01,0.0,0.0,0.0,Conrad Rooks
Arbitrage,2012-09-14,35485056.0,12000000.0,2.957088,Nicholas Jarecki
Hanamizuki,2010-06-21,0.0,0.0,0.0,Nobuhiro Doi
How I Killed My Father,2001-09-19,0.0,0.0,0.0,Anne Fontaine
Le Bal,1983-12-21,0.0,0.0,0.0,Ettore Scola
The Rashevski Tango,2003-09-03,0.0,0.0,0.0,Sam Garbarski
Love Unto Death,1984-09-05,0.0,0.0,0.0,Alain Resnais
A Smoky Mountain Christmas,1986-12-14,0.0,0.0,0.0,Henry Winkler
Street Smart,1987-03-20,0.0,0.0,0.0,Jerry Schatzberg
Shaolin Kung-Fu Mystagogue,1977-10-13,0.0,0.0,0.0,Peng-Yi Chang 
The Violent Men,1955-01-26,0.0,0.0,0.0,Rudolph Maté
MC5: A True Testimonial,2002-02-02,0.0,0.0,0.0,David C. Thomas
Tous les soleils,2011-03-23,0.0,0.0,0.0,Philippe Claudel
Fifteen and Pregnant,1998-01-19,0.0,0.0,0.0,Sam Pillsbury
The Perfect Assistant,2008-01-02,0.0,0.0,0.0,Douglas Jackson
Drum,2004-10-30,0.0,0.0,0.0,Zola Maseko
The Crimson Rivers,2000-09-26,0.0,2365000.0,0.0,Mathieu Kassovitz
Crimson Rivers II: Angels of the Apocalypse,2004-02-18,0.0,0.0,0.0,Olivier Dahan
Wesley Willis: The Daddy of Rock 'n' Roll,2003-04-22,0.0,0.0,0.0,Daniel Bitton
Kohtaamisia,2010-03-05,0.0,0.0,0.0,Saara Cantell
Prinsessa,2010-09-09,0.0,0.0,0.0,Arto Halonen
Sundays at Tiffany's,2010-12-06,0.0,0.0,0.0,Mark Piznarski
Sorry for the Disturbance,2008-09-01,0.0,0.0,0.0,Khaled Marei
Slow Burn,2000-11-01,0.0,0.0,0.0,Rodney Gibbons
Southern District,2009-08-20,0.0,0.0,0.0,Juan Carlos Valdivia
Khubsoorat,1980-02-26,0.0,0.0,0.0,Hrishikesh Mukherjee
Red Dawn,2012-11-21,44806783.0,65000000.0,0.6893351230769231,Dan Bradley
Payroll,1961-01-01,0.0,0.0,0.0,Sidney Hayers
Masques,1987-02-11,0.0,0.0,0.0,Claude Chabrol
Radiopiratene,2007-09-14,0.0,0.0,0.0,
Bay of Angels,1963-03-01,0.0,0.0,0.0,Jacques Demy
Oxygen,2010-09-08,0.0,0.0,0.0,Hans Van Nuffel
Downtown,1990-01-12,2346150.0,0.0,0.0,Richard Benjamin
Win/Win,2010-05-20,0.0,0.0,0.0,Jaap van Heusden
Exodus,2007-09-13,0.0,0.0,0.0,Pang Ho-cheung
Walk on the Wild Side,1962-03-20,0.0,0.0,0.0,Edward Dmytryk
El Crack,1981-01-01,0.0,0.0,0.0,José Luis Garci
Cat City,1986-10-02,0.0,0.0,0.0,Béla Ternovszky
Kick,2009-05-08,0.0,0.0,0.0,Surender Reddy
Single By Contract,2010-09-15,0.0,0.0,0.0,Marc Rothemund
Yuppi Du,1975-01-08,0.0,0.0,0.0,Adriano Celentano
The Bunker of the Last Gunshots,1981-01-01,0.0,0.0,0.0,Marc Caro
The Bunker of the Last Gunshots,1981-01-01,0.0,0.0,0.0,Jean-Pierre Jeunet
The Good Witch's Garden,2009-02-07,0.0,0.0,0.0,Craig Pryce
Lune Froide,1991-05-22,0.0,0.0,0.0,Patrick Bouchitey
Mr. St. Nick,2002-10-17,0.0,0.0,0.0,Craig Zisk
Gang Tapes,2001-01-01,0.0,0.0,0.0,Adam Ripp
Wild Times,1980-01-24,0.0,0.0,0.0,Richard Compton
Nasu: Summer in Andalusia,2003-06-26,0.0,0.0,0.0,Kitarou Kousaka
Fashion Victims,2007-08-08,1101480.0,0.0,0.0,Ingo Rasper
Jim Thorpe – All-American,1951-08-24,0.0,0.0,0.0,Michael Curtiz
Double Happiness,1994-09-07,759393.0,0.0,0.0,Mina Shum
The Confession,1970-04-29,0.0,0.0,0.0,Costa-Gavras
Zero. Lilac Lithuania,2006-09-08,0.0,0.0,0.0,Emilis Velyvis
Beyond the Blackboard,2011-04-24,0.0,0.0,0.0,Jeff Bleckner
"Happiness Is a Warm Blanket, Charlie Brown",2011-03-29,0.0,0.0,0.0,Andrew Beall
"Happiness Is a Warm Blanket, Charlie Brown",2011-03-29,0.0,0.0,0.0,Frank Molieri
Erotic Ghost Story,1987-10-01,0.0,0.0,0.0,Lam Nai-Choi
Brink of Life,1958-03-31,0.0,0.0,0.0,Ingmar Bergman
Breakthrough,1950-11-17,0.0,0.0,0.0,Lewis Seiler
Painted Lady,1998-04-26,0.0,0.0,0.0,Julian Jarrold
The Last Keepers,2013-01-04,0.0,0.0,0.0,Maggie Greenwald
The Thing,2011-10-12,28128670.0,35000000.0,0.8036762857142857,Matthijs van Heijningen Jr.
Time Without Pity,1957-03-01,0.0,0.0,0.0,Joseph Losey
On the Comet,1970-10-09,0.0,0.0,0.0,Karel Zeman
Toys in the Attic,2009-04-04,0.0,0.0,0.0,Jiří Barta
Toys in the Attic,2009-04-04,0.0,0.0,0.0,Vivian Schilling
Passion in the Desert,1997-08-31,0.0,0.0,0.0,Lavinia Currier
Held Up,2010-01-01,0.0,0.0,0.0,Arthur Mulholland
Macross Frontier: The Wings of Goodbye,2011-02-26,0.0,0.0,0.0,Shoji Kawamori
The Legend of Bloody Mary,2008-12-09,0.0,1000000.0,0.0,John Stecenko
My Sister Eileen,1955-09-22,0.0,0.0,0.0,Richard Quine
Underworld Beauty,1958-03-25,0.0,0.0,0.0,Seijun Suzuki
The Fourth World War,2003-04-27,0.0,0.0,0.0,Rick Rowley
The Pee-Wee Herman Show on Broadway,2011-03-19,0.0,0.0,0.0,Marty Callner
My Joy,2010-09-30,0.0,0.0,0.0,Sergey Loznitsa
Turkish Passion,1994-11-18,3777141.0,0.0,0.0,Vicente Aranda
Salla - Selling the Silence,2011-03-11,0.0,0.0,0.0,Markku Tuurna
Guinevere,1999-09-04,614202.0,2600000.0,0.2362315384615384,Audrey Wells
"For Better, for Worse",1954-06-20,0.0,0.0,0.0,J. Lee Thompson
The Good Witch's Gift,2010-10-24,0.0,0.0,0.0,Craig Pryce
You and Your Stupid Mate,2005-05-24,0.0,0.0,0.0,Marc Gracie
Silent Hill: Revelation 3D,2012-10-10,52302796.0,20000000.0,2.6151398,Michael J. Bassett
"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",2008-07-31,0.0,0.0,0.0,
Perfume,2001-04-08,0.0,0.0,0.0,Michael Rymer
Adventures of Captain Marvel,1941-03-28,0.0,0.0,0.0,John English
The Dark Side Of Chocolate,2010-03-16,0.0,0.0,0.0,Miki Mistrati
The Dark Side Of Chocolate,2010-03-16,0.0,0.0,0.0,U. Roberto Romano
Armless,2010-01-22,0.0,0.0,0.0,Habib Azar
Hier kommt Lola,2010-03-04,0.0,0.0,0.0,Franziska Buch
Go for It!,2011-05-13,0.0,2450000.0,0.0,Carmen Marron
Woman Times Seven,1967-06-26,0.0,0.0,0.0,Vittorio De Sica
Companeros,1970-12-18,0.0,0.0,0.0,Sergio Corbucci
Tovarich,1937-12-25,0.0,0.0,0.0,Anatole Litvak
The Swan,1956-04-26,0.0,0.0,0.0,Charles Vidor
Arrowhead,1953-08-03,0.0,0.0,0.0,Charles Marquis Warren
Our Fathers,2005-05-11,0.0,0.0,0.0,Dan Curtis
The Night We Called It a Day,2003-08-14,0.0,0.0,0.0,Paul Goldman
Children Of The Night,1991-09-06,0.0,0.0,0.0,Tony Randel
The Unjust,2010-10-28,0.0,0.0,0.0,Ryoo Seung-wan
Pekka ja Pätkä lumimiehen jäljillä,1954-07-30,0.0,0.0,0.0,Armand Lohikoski
Pluto's Christmas Tree,1952-11-21,0.0,0.0,0.0,Jack Hannah
The Wild Bunch: An Album in Montage,1996-11-01,0.0,0.0,0.0,Paul Seydor
The Turning Point,1952-11-15,0.0,0.0,0.0,William Dieterle
Mount St. Elias,2009-11-28,0.0,0.0,0.0,Gerald Salmina 
The Honey Pot,1967-05-21,0.0,0.0,0.0,Joseph L. Mankiewicz
Emmanuelle 6,1988-07-06,0.0,0.0,0.0,Bruno Zincone
The Flame of New Orleans,1941-07-07,0.0,0.0,0.0,René Clair
The Day the Fish Came Out,1967-09-27,0.0,0.0,0.0,Mihalis Kakogiannis
