title,release_date,revenue,budget,return,crew
The Brothers Grimm,2005-08-26,105316267.0,88000000.0,1.1967757613636365,Terry Gilliam
Nuits rouges,1974-11-20,0.0,0.0,0.0,Georges Franju
Witchery,1988-12-01,0.0,0.0,0.0,Fabrizio Laurenti
Night Without Sleep,1952-09-26,0.0,0.0,0.0,Roy Ward Baker
The Snows of Kilimanjaro,1952-08-18,0.0,0.0,0.0,Henry King
Decision Before Dawn,1951-12-21,0.0,0.0,0.0,Anatole Litvak
Diplomatic Courier,1952-06-13,0.0,0.0,0.0,Henry Hathaway
Seabiscuit,2003-07-22,148336445.0,87000000.0,1.7050166091954022,Gary Ross
My Super Ex-Girlfriend,2006-06-20,60896147.0,0.0,0.0,Ivan Reitman
The Private Lives of Pippa Lee,2009-07-07,0.0,0.0,0.0,Rebecca Miller
Legends of the Fall,1994-12-16,160638883.0,30000000.0,5.354629433333334,Edward Zwick
The Devil's Own,1997-03-12,140807547.0,90000000.0,1.5645283,Alan J. Pakula
Indecent Proposal,1993-04-07,266614059.0,38000000.0,7.0161594473684215,Adrian Lyne
Les Misérables,1978-12-27,0.0,0.0,0.0,Glenn A. Jordan
Jean de Florette,1986-08-27,0.0,4940939.0,0.0,Claude Berri
Manon of the Spring,1986-11-19,0.0,0.0,0.0,Claude Berri
French Twist,1995-02-08,0.0,0.0,0.0,Josiane Balasko
The Return of Martin Guerre,1982-05-12,0.0,0.0,0.0,Daniel Vigne
La Cage aux folles,1978-10-25,20424259.0,0.0,0.0,Édouard Molinaro
Diva,1981-03-11,0.0,0.0,0.0,Jean-Jacques Beineix
Jesus of Montreal,1989-05-17,0.0,0.0,0.0,Denys Arcand
Friday the 13th,1980-05-09,59754601.0,550000.0,108.6447290909091,Sean S. Cunningham
Rapture,1979-06-09,0.0,0.0,0.0,Iván Zulueta
The Spirit of the Beehive,1973-10-08,0.0,0.0,0.0,Víctor Erice
Viridiana,1961-05-17,0.0,0.0,0.0,Luis Buñuel
The Executioner,1963-09-01,0.0,0.0,0.0,Luis García Berlanga
"Pepi, Luci, Bom",1980-10-27,0.0,0.0,0.0,Pedro Almodóvar
Jamon Jamon,1992-09-03,0.0,0.0,0.0,Bigas Luna
The Assassination of Jesse James by the Coward Robert Ford,2007-09-02,14711793.0,30000000.0,0.4903931,Andrew Dominik
30 Days of Night,2007-10-17,75505973.0,30000000.0,2.5168657666666667,David Slade
Lions for Lambs,2007-10-22,63215872.0,35000000.0,1.8061677714285715,Robert Redford
My Best Friend,2006-09-12,0.0,0.0,0.0,Patrice Leconte
Elizabeth: The Golden Age,2007-09-09,74237563.0,55000000.0,1.3497738727272728,Shekhar Kapur
Elizabeth,1998-09-13,82150642.0,30000000.0,2.7383547333333333,Shekhar Kapur
Conversations with My Gardener,2007-06-06,0.0,0.0,0.0,Jean Becker
Sleuth,2007-10-12,342835.0,0.0,0.0,Kenneth Branagh
Enchanted,2007-11-20,340487652.0,85000000.0,4.005737082352941,Kevin Lima
The Defector,1966-10-20,0.0,0.0,0.0,Raoul Lévy
The Darjeeling Limited,2007-09-29,24377151.0,16000000.0,1.5235719375,Wes Anderson
Hearts of Darkness: A Filmmaker's Apocalypse,1991-09-06,0.0,0.0,0.0,Fax Bahr
Hearts of Darkness: A Filmmaker's Apocalypse,1991-09-06,0.0,0.0,0.0,George Hickenlooper
Hearts of Darkness: A Filmmaker's Apocalypse,1991-09-06,0.0,0.0,0.0,Eleanor Coppola
Emil and the Detectives,1931-12-02,0.0,0.0,0.0,Gerhard Lamprecht
The Meaning of Life,1983-03-31,0.0,0.0,0.0,Terry Gilliam
The Meaning of Life,1983-03-31,0.0,0.0,0.0,Terry Jones
The Count of Monte-Cristo,1975-01-10,0.0,0.0,0.0,David Greene
Panic Room,2002-03-29,196397415.0,48000000.0,4.0916128125,David Fincher
The Count of Monte Cristo,1998-09-07,0.0,0.0,0.0,Josée Dayan
Sympathy for Lady Vengeance,2005-07-29,23803308.0,0.0,0.0,Park Chan-wook
Be Cool,2005-03-04,95226116.0,53000000.0,1.7967191698113207,F. Gary Gray
A Tale of Two Sisters,2003-06-13,0.0,110.0,0.0,Kim Jee-woon
The Machinist,2004-02-09,8203235.0,5000000.0,1.640647,Brad Anderson
Nightwatching,2007-09-06,0.0,0.0,0.0,Peter Greenaway
Orpheus,1950-09-29,0.0,0.0,0.0,Jean Cocteau
The Story of O,1975-08-28,0.0,0.0,0.0,Just Jaeckin
Sex and the City,2008-05-12,415252786.0,65000000.0,6.3885044,Michael Patrick King
Michael Clayton,2007-09-28,92991835.0,25000000.0,3.7196734,Tony Gilroy
Flesh,1968-12-16,0.0,0.0,0.0,Paul Morrissey
Heat,1972-10-06,0.0,0.0,0.0,Paul Morrissey
Je t'aime moi non plus,1976-03-10,0.0,0.0,0.0,Serge Gainsbourg
Sense and Sensibility,1995-12-13,135000000.0,16500000.0,8.181818181818182,Ang Lee
Mermaids,1990-12-14,35419397.0,31000000.0,1.142561193548387,Richard Benjamin
"Lust, Caution",2007-09-28,0.0,15000000.0,0.0,Ang Lee
Carolina,2003-07-04,0.0,0.0,0.0,Marleen Gorris
The Discreet Charm of the Bourgeoisie,1972-09-15,0.0,800000.0,0.0,Luis Buñuel
Jour de Fête,1949-05-04,0.0,0.0,0.0,Jacques Tati
Armored,2009-12-04,22942221.0,20000000.0,1.14711105,Nimród Antal
Raising Helen,2004-05-27,49718611.0,50000000.0,0.99437222,Garry Marshall
Absolon,2003-01-01,0.0,0.0,0.0,David DeBartolomé
Scorched,2003-05-17,0.0,0.0,0.0,Gavin Grazer
The Sum of All Fears,2002-05-31,193000000.0,68000000.0,2.838235294117647,Phil Alden Robinson
Krabat and the Legend of the Satanic Mill,2008-09-07,0.0,8000000.0,0.0,Marco Kreuzpaintner
Enigma,1983-01-28,0.0,0.0,0.0,Jeannot Szwarc
December Boys,2007-09-20,46474.0,4000000.0,0.0116185,Rod Hardy
Hot Fuzz,2007-02-14,80573774.0,12000000.0,6.714481166666666,Edgar Wright
Best Seller,1987-09-25,4278150.0,0.0,0.0,John Flynn
Read It and Weep,2006-07-21,0.0,0.0,0.0,Paul Hoen
The Guardian,2006-09-28,55011732.0,70000000.0,0.7858818857142857,Andrew Davis
The Year of Getting to Know Us,2008-01-24,0.0,0.0,0.0,Patrick Sisam
Ödipussi,1988-03-10,0.0,0.0,0.0,Vicco von Bülow
The Golden Goose,1964-09-26,0.0,0.0,0.0,Siegfried Hartmann
Jindabyne,2006-07-20,0.0,0.0,0.0,Ray Lawrence
Arctic Tale,2007-06-17,0.0,0.0,0.0,Adam Ravetch
Arctic Tale,2007-06-17,0.0,0.0,0.0,Sarah Robertson
Grande école,2004-02-04,0.0,0.0,0.0,Robert Salis
Two Men in Town,1973-10-24,0.0,0.0,0.0,José Giovanni
A Gorgeous Girl Like Me,1972-09-13,457163.0,0.0,0.0,François Truffaut
Across the Universe,2007-09-14,0.0,0.0,0.0,Julie Taymor
Sympathy for Mr. Vengeance,2002-03-29,1954937.0,4000000.0,0.48873425,Park Chan-wook
Pappa ante Portas,1991-02-21,0.0,0.0,0.0,Vicco von Bülow
A Tale of Two Cities,1958-02-07,0.0,0.0,0.0,Ralph Thomas
Daisy Miller,1974-05-22,0.0,2000000.0,0.0,Peter Bogdanovich
At Long Last Love,1975-03-01,1500000.0,6000000.0,0.25,Peter Bogdanovich
The Sensuous Nurse,1975-12-19,0.0,0.0,0.0,Nello Rossati
The Lady Vanishes,1979-04-30,0.0,0.0,0.0,Anthony Page
Is Paris Burning?,1966-10-26,0.0,0.0,0.0,René Clément
Holiday for Henrietta,1952-12-17,0.0,0.0,0.0,Julien Duvivier
Masculin Féminin,1966-03-22,0.0,0.0,0.0,Jean-Luc Godard
Body Snatchers,1993-06-09,428868.0,13000000.0,0.0329898461538461,Abel Ferrara
Southland Tales,2006-05-15,374743.0,17000000.0,0.0220437058823529,Richard Kelly
The Gendarme of St. Tropez,1964-09-08,0.0,0.0,0.0,Jean Girault
The Gendarme in New York,1965-10-28,0.0,0.0,0.0,Jean Girault
The Gendarme Gets Married,1968-10-30,0.0,0.0,0.0,Jean Girault
Van Gogh,1991-10-30,138000.0,0.0,0.0,Maurice Pialat
Nathalie Granger,1972-10-06,0.0,0.0,0.0,Marguerite Duras
The Lost Honor of Katharina Blum,1975-10-10,0.0,1000000.0,0.0,Volker Schlöndorff
The Lost Honor of Katharina Blum,1975-10-10,0.0,1000000.0,0.0,Margarethe von Trotta
Gone Baby Gone,2007-10-19,34619699.0,19000000.0,1.8220894210526315,Ben Affleck
Cul-de-sac,1966-02-01,0.0,0.0,0.0,Roman Polanski
Obsession,1976-08-01,0.0,0.0,0.0,Brian De Palma
The War Is Over,1966-05-10,0.0,0.0,0.0,Alain Resnais
Rudo & Cursi,2008-12-19,0.0,0.0,0.0,Carlos Cuarón
Cassandra's Dream,2007-06-18,0.0,0.0,0.0,Woody Allen
The Garden of the Finzi-Continis,1970-12-04,0.0,0.0,0.0,Vittorio De Sica
The Nada Gang,1974-03-21,0.0,0.0,0.0,Claude Chabrol
"Je t'aime, je t'aime",1968-04-24,0.0,0.0,0.0,Alain Resnais
Runaway Bride,1999-07-30,309457509.0,70000000.0,4.420821557142857,Garry Marshall
Charade,1963-12-05,13474588.0,4000000.0,3.368647,Stanley Donen
Good Morning Miss Dove,1955-11-23,0.0,0.0,0.0,Henry Koster
Ghost Dog: The Way of the Samurai,1999-09-13,0.0,0.0,0.0,Jim Jarmusch
Never So Few,1959-12-07,0.0,0.0,0.0,John Sturges
Kismet,1955-10-08,0.0,0.0,0.0,Vincente Minnelli
Final Analysis,1992-02-07,28590665.0,0.0,0.0,Phil Joanou
The Jackal,1997-11-14,159330280.0,60000000.0,2.655504666666667,Michael Caton-Jones
Guys and Dolls,1955-11-03,0.0,5500000.0,0.0,Joseph L. Mankiewicz
The 11th Hour,2007-08-17,0.0,0.0,0.0,Nadia Conners
The 11th Hour,2007-08-17,0.0,0.0,0.0,Leila Conners
Layer Cake,2004-09-30,11850214.0,6500000.0,1.8231098461538464,Matthew Vaughn
La Collectionneuse,1967-03-02,0.0,0.0,0.0,Éric Rohmer
Love Life,2007-11-08,0.0,0.0,0.0,Maria Schrader
"Farewell, Friend",1968-08-14,0.0,0.0,0.0,Jean Herman
The Invasion,2007-08-17,15071514.0,80000000.0,0.188393925,Oliver Hirschbiegel
The Invasion,2007-08-17,15071514.0,80000000.0,0.188393925,James McTeigue
Genghis Khan,1965-06-23,0.0,0.0,0.0,Henry Levin
Ten Little Indians,1965-09-09,0.0,0.0,0.0,George Pollock
Nichts als Gespenster,2006-11-29,0.0,0.0,0.0,Martin Gypkens
A Bullet for Pretty Boy,1970-07-15,0.0,0.0,0.0,Larry Buchanan
Ten Little Indians,1974-09-24,0.0,0.0,0.0,Peter Collinson
Ten Little Indians,1987-01-01,0.0,0.0,0.0,Stanislav Govorukhin
And Then There Were None,1945-10-31,0.0,0.0,0.0,René Clair
Takva: A Man's Fear of God,2006-12-01,0.0,0.0,0.0,Özer Kiziltan
Billion Dollar Brain,1967-11-02,0.0,0.0,0.0,Ken Russell
Where the Spies Are,1966-01-26,0.0,0.0,0.0,Val Guest
Muxmäuschenstill,2004-01-28,0.0,40000.0,0.0,Marcus Mittermeier
The Day of the Jackal,1973-05-15,0.0,0.0,0.0,Fred Zinnemann
The Man Who Haunted Himself,1970-02-18,0.0,400000.0,0.0,Basil Dearden
Dark Blue,2002-12-14,9237470.0,15000000.0,0.6158313333333333,Ron Shelton
Confessions of a Dangerous Mind,2002-12-30,33013805.0,30000000.0,1.100460166666667,George Clooney
Confessions of a Dangerous Mind,2002-12-30,33013805.0,30000000.0,1.100460166666667,George Clooney
Confessions of a Dangerous Mind,2002-12-30,33013805.0,30000000.0,1.100460166666667,George Clooney
Confessions of a Dangerous Mind,2002-12-30,33013805.0,30000000.0,1.100460166666667,George Clooney
"Sorry, Haters",2005-09-10,0.0,200000.0,0.0,Jeff Stanzler
Guilty as Sin,1993-06-04,22886222.0,0.0,0.0,Sidney Lumet
A Boy and His Dog,1975-11-20,0.0,0.0,0.0,L.Q. Jones
The Fourth Protocol,1987-08-28,0.0,0.0,0.0,John Mackenzie
Vivere,2007-04-26,0.0,0.0,0.0,Angelina Maccarone
The Curious Case of Benjamin Button,2008-11-24,333932083.0,150000000.0,2.2262138866666668,David Fincher
Zardoz,1974-02-06,0.0,0.0,0.0,John Boorman
Dead Bang,1989-03-24,8125592.0,0.0,0.0,John Frankenheimer
Cry Terror!,1958-05-02,0.0,0.0,0.0,Andrew L. Stone
Edge of Seventeen,1998-05-14,870751.0,1500000.0,0.5805006666666667,David Moreton
"The World, the Flesh and the Devil",1959-05-20,0.0,0.0,0.0,Ranald MacDougall
Hang 'em High,1968-07-31,6800000.0,1800000.0,3.7777777777777777,Ted Post
House of Cards,1968-09-16,0.0,0.0,0.0,John Guillermin
Madigan,1968-03-29,0.0,0.0,0.0,Don Siegel
A Guide for the Married Man,1967-01-01,0.0,0.0,0.0,Gene Kelly
The Buccaneer,1958-12-11,0.0,0.0,0.0,Anthony Quinn
Firecreek,1968-01-24,0.0,0.0,0.0,Vincent McEveety
Howl's Moving Castle,2004-11-19,234710455.0,24000000.0,9.779602291666668,Hayao Miyazaki
The Last Frontier,1955-12-07,0.0,0.0,0.0,Anthony Mann
Send Me No Flowers,1964-10-14,0.0,0.0,0.0,Norman Jewison
Leatherheads,2008-03-24,41299492.0,58000000.0,0.7120602068965517,George Clooney
Burn After Reading,2008-09-05,163720069.0,37000000.0,4.42486672972973,Joel Coen
Burn After Reading,2008-09-05,163720069.0,37000000.0,4.42486672972973,Ethan Coen
The Swimming Pool,1969-01-15,0.0,0.0,0.0,Jacques Deray
Womanlight,1979-08-29,0.0,0.0,0.0,Costa-Gavras
A Time for Killing,1967-08-01,0.0,2000000.0,0.0,Phil Karlson
A Time for Killing,1967-08-01,0.0,2000000.0,0.0,Roger Corman
10 Things I Hate About You,1999-03-30,53478166.0,16000000.0,3.342385375,Gil Junger
Pillow Talk,1959-10-07,0.0,0.0,0.0,Michael Gordon
Be Kind Rewind,2008-01-20,0.0,0.0,0.0,Michel Gondry
Drop Zone,1994-12-08,0.0,45000000.0,0.0,John Badham
Mädchen in Uniform,1958-07-07,0.0,0.0,0.0,Géza von Radványi
Mädchen in Uniform,1958-07-07,0.0,0.0,0.0,Eva Ebner
Christine,1958-12-19,0.0,0.0,0.0,Pierre Gaspard-Huit
The Legend of Bagger Vance,2000-11-02,39459427.0,80000000.0,0.4932428375,Robert Redford
The International,2009-02-03,60161391.0,50000000.0,1.20322782,Tom Tykwer
"Synecdoche, New York",2008-10-24,0.0,21000000.0,0.0,Charlie Kaufman
Mimic,1997-08-22,25480490.0,30000000.0,0.8493496666666667,Guillermo del Toro
"Farewell, Home Sweet Home",1999-12-01,0.0,0.0,0.0,Otar Iosseliani
Knocked Up,2007-06-01,219076518.0,30000000.0,7.3025506,Judd Apatow
Impostor,2001-12-03,0.0,40000000.0,0.0,Gary Fleder
Pan Tadeusz,1999-10-18,0.0,0.0,0.0,Andrzej Wajda
Keeping the Faith,2000-04-14,37036004.0,30000000.0,1.2345334666666667,Edward Norton
The Piano Player,2003-07-22,0.0,0.0,0.0,Jean-Pierre Roux
Gothika,2003-11-21,141591324.0,40000000.0,3.5397831,Mathieu Kassovitz
The Green Butchers,2003-03-08,0.0,0.0,0.0,Anders Thomas Jensen
Under the Sand,2000-09-11,0.0,0.0,0.0,François Ozon
Five Times Two,2004-09-01,0.0,0.0,0.0,François Ozon
Love Is the Devil: Study for a Portrait of Francis Bacon,1998-09-16,0.0,0.0,0.0,John Maybury
Paprika,2006-10-01,944915.0,0.0,0.0,Satoshi Kon
An American Tail,1986-11-21,84542002.0,9000000.0,9.393555777777776,Don Bluth
Windows on Monday,2006-02-10,0.0,0.0,0.0,Ulrich Köhler
American Gangster,2007-11-02,266465037.0,100000000.0,2.66465037,Ridley Scott
"Run, Simon, Run",1970-12-01,0.0,0.0,0.0,George McCowan
White Lightning,1973-08-06,0.0,0.0,0.0,Joseph Sargent
The Longest Yard,1974-08-21,43008075.0,2900000.0,14.830370689655172,Robert Aldrich
Fuzz,1972-07-14,0.0,0.0,0.0,Richard A. Colla
Semi-Tough,1977-11-18,0.0,0.0,0.0,Michael Ritchie
Shamus,1973-01-31,0.0,0.0,0.0,Buzz Kulik
Hustle,1975-12-25,0.0,0.0,0.0,Robert Aldrich
Shark!,1969-10-08,0.0,0.0,0.0,Samuel Fuller
5 Card Stud,1968-07-28,0.0,0.0,0.0,Henry Hathaway
Boogie Nights,1997-09-11,43101594.0,15000000.0,2.8734396,Paul Thomas Anderson
Wonderland,2003-10-23,2466444.0,5000000.0,0.4932888,James Cox
Import/Export,2007-05-21,0.0,0.0,0.0,Ulrich Seidl
Forbidden Games,1952-05-09,10188.0,0.0,0.0,René Clément
Before Night Falls,2000-09-03,8524534.0,0.0,0.0,Julian Schnabel
Lifeguard,1976-07-23,0.0,0.0,0.0,Daniel Petrie
Vicky Cristina Barcelona,2008-08-15,96408652.0,15000000.0,6.427243466666667,Woody Allen
Pharaoh,1966-03-10,0.0,0.0,0.0,Jerzy Kawalerowicz
Prospero's Books,1991-09-05,1750301.0,0.0,0.0,Peter Greenaway
The Baby of Mâcon,1993-05-01,0.0,0.0,0.0,Peter Greenaway
Topkapi,1964-09-02,0.0,0.0,0.0,Jules Dassin
Ashes and Diamonds,1958-10-03,0.0,0.0,0.0,Andrzej Wajda
Deadlier Than the Male,1967-02-12,0.0,0.0,0.0,Ralph Thomas
Carry On Screaming,1966-05-20,0.0,0.0,0.0,Gerald Thomas
Carry On Don't Lose Your Head,1966-12-10,0.0,0.0,0.0,Gerald Thomas
The Inquisitor,1981-09-21,0.0,0.0,0.0,Claude Miller
The Passerby,1982-04-14,0.0,0.0,0.0,Jacques Rouffio
Carry On Doctor,1967-12-02,0.0,0.0,0.0,Gerald Thomas
Carry On Cowboy,1966-03-01,0.0,0.0,0.0,Gerald Thomas
Carry On Cleo,1964-11-08,0.0,0.0,0.0,Gerald Thomas
The Burning Court,1962-03-20,0.0,0.0,0.0,Julien Duvivier
How Much Do You Love Me?,2005-10-26,0.0,0.0,0.0,Bertrand Blier
The Crazy Stranger,1997-08-10,0.0,0.0,0.0,Tony Gatlif
Severance,2006-05-19,0.0,0.0,0.0,Christopher Smith
Ator IV: The Hobgoblin,1990-01-01,0.0,0.0,0.0,Joe D'Amato
The Sugarland Express,1974-04-05,12800000.0,3000000.0,4.266666666666667,Steven Spielberg
The Day of the Locust,1975-05-07,0.0,0.0,0.0,John Schlesinger
August Rush,2007-11-21,66122026.0,25000000.0,2.64488104,Kirsten Sheridan
Rendition,2007-09-07,24748670.0,27500000.0,0.8999516363636364,Gavin Hood
Martian Child,2007-11-02,0.0,0.0,0.0,Menno Meyjes
Sky Captain and the World of Tomorrow,2004-09-17,57958696.0,70000000.0,0.8279813714285714,Kerry Conran
The Fox & the Child,2007-12-27,0.0,13000000.0,0.0,Luc Jacquet
Hannah and Her Sisters,1986-02-07,40084041.0,6400000.0,6.26313140625,Woody Allen
The Business,2005-09-02,0.0,0.0,0.0,Nick Love
The In-Laws,2003-05-23,20440627.0,0.0,0.0,Andrew Fleming
The Lost Continent,1968-06-19,0.0,0.0,0.0,Michael Carreras
Cabiria,1914-06-01,0.0,210.0,0.0,Giovanni Pastrone
Ossessione,1943-05-16,0.0,0.0,0.0,Luchino Visconti
Bicycle Thieves,1948-11-24,361712.0,133000.0,2.719639097744361,Vittorio De Sica
Beneath the Valley of the Ultra-Vixens,1979-05-11,0.0,239000.0,0.0,Russ Meyer
L'Avventura,1960-05-15,0.0,0.0,0.0,Michelangelo Antonioni
To Be and to Have,2002-05-19,0.0,1000000.0,0.0,Nicolas Philibert
The Astronaut Farmer,2006-10-15,11130889.0,13000000.0,0.8562222307692308,Michael Polish
Rush Hour 3,2007-08-08,258022233.0,140000000.0,1.84301595,Brett Ratner
Rush Hour 2,2001-08-03,347325802.0,90000000.0,3.8591755777777776,Brett Ratner
3:10 to Yuma,2007-09-06,70016220.0,55000000.0,1.2730221818181815,James Mangold
Dark Horse,2005-05-13,0.0,0.0,0.0,Dagur Kári
The Good Heart,2009-09-11,0.0,3800000.0,0.0,Dagur Kári
The Prime of Miss Jean Brodie,1969-02-24,0.0,0.0,0.0,Ronald Neame
Travels with My Aunt,1972-12-12,0.0,0.0,0.0,George Cukor
The Private Life of Sherlock Holmes,1970-10-29,1500000.0,10000000.0,0.15,Billy Wilder
Three of Hearts,1993-04-30,0.0,0.0,0.0,Yurek Bogayevicz
Wild Orchids,1929-02-23,0.0,322000.0,0.0,Sidney Franklin
Wild Orchid,1989-12-22,0.0,7000000.0,0.0,Zalman King
Control,2003-11-20,0.0,500000.0,0.0,Nimród Antal
Pumping Iron,1977-01-18,0.0,1000000.0,0.0,George Butler
Pumping Iron,1977-01-18,0.0,1000000.0,0.0,Robert Fiore
The Boss of It All,2006-09-21,0.0,3000000.0,0.0,Lars von Trier
Hercules in New York,1969-02-23,0.0,0.0,0.0,Arthur Allan Seidelman
Stay Hungry,1976-04-23,24854765.0,5000000.0,4.970953,Bob Rafelson
Kiss Kiss Bang Bang,2005-09-05,15785148.0,15000000.0,1.0523432,Shane Black
Dust Devil,1992-08-08,0.0,8000000.0,0.0,Richard Stanley
Two Moon Junction,1988-04-29,1547397.0,0.0,0.0,Zalman King
Mercy,2000-02-11,0.0,0.0,0.0,Damian Harris
Virtual Sexuality,1999-07-02,0.0,0.0,0.0,Nick Hurran
Ardor,2002-11-08,0.0,0.0,0.0,Byun Young-Joo
The Polar Express,2004-11-10,305875730.0,165000000.0,1.853792303030303,Robert Zemeckis
Momentum,2003-03-26,0.0,0.0,0.0,James Seale
The Dish,2000-07-11,0.0,0.0,0.0,Rob Sitch
The Band's Visit,2007-05-19,0.0,0.0,0.0,Eran Kolirin
What to Do in Case of Fire?,2001-11-01,0.0,0.0,0.0,Gregor Schnitzler
Gosford Park,2001-11-07,87754044.0,19800000.0,4.432022424242424,Robert Altman
Chaos,2005-01-17,10289.0,20000000.0,0.00051445,Tony Giglio
Without You I'm Nothing,1990-05-11,1218730.0,0.0,0.0,John Boskovich
Hum Dil De Chuke Sanam,1999-06-18,0.0,0.0,0.0,Sanjay Leela Bhansali
Dancing at Lughnasa,1998-09-04,0.0,0.0,0.0,Pat O'Connor
Apartment Zero,1988-09-30,670774.0,4000000.0,0.1676935,Martin Donovan
Billy Budd,1962-11-12,0.0,0.0,0.0,Peter Ustinov
Teorema,1968-09-04,0.0,0.0,0.0,Pier Paolo Pasolini
"Salò, or the 120 Days of Sodom",1975-11-22,0.0,0.0,0.0,Pier Paolo Pasolini
The Hunting Party,2007-09-03,0.0,0.0,0.0,Richard Shepard
Fred Claus,2007-11-03,97838349.0,100000000.0,0.97838349,David Dobkin
Happily N'Ever After,2006-09-14,38085778.0,47000000.0,0.8103357021276596,Yvette Kaplan
Happily N'Ever After,2006-09-14,38085778.0,47000000.0,0.8103357021276596,Paul Bolger
Happily N'Ever After,2006-09-14,38085778.0,47000000.0,0.8103357021276596,Greg Tiernan
Omagh,2004-05-22,0.0,0.0,0.0,Pete Travis
Monster Hunter,1981-10-11,0.0,0.0,0.0,Joe D'Amato
Erotic Nights of the Living Dead,1980-11-18,0.0,0.0,0.0,Joe D'Amato
The Grim Reaper,1980-08-07,0.0,0.0,0.0,Joe D'Amato
Beyond the Darkness,1979-11-15,0.0,0.0,0.0,Joe D'Amato
Death Smiles on a Murderer,1973-01-11,0.0,0.0,0.0,Joe D'Amato
Cruel Intentions 2,2000-11-09,0.0,0.0,0.0,Roger Kumble
Cruel Intentions 3,2004-05-25,0.0,0.0,0.0,Scott Ziehl
The Million Game,1970-10-18,0.0,0.0,0.0,Tom Toelle
Beowulf,1999-04-01,1531251.0,20000000.0,0.07656255,Graham Baker
Beowulf & Grendel,2005-09-14,92076.0,0.0,0.0,Sturla Gunnarsson
De Dominee,2004-09-02,0.0,0.0,0.0,Gerrard Verhage
Shock,1977-08-12,0.0,0.0,0.0,Mario Bava
Rabid Dogs,1974-01-01,0.0,0.0,0.0,Mario Bava
Lisa and the Devil,1973-05-08,0.0,1000000.0,0.0,Mario Bava
Four Times That Night,1972-04-15,0.0,0.0,0.0,Mario Bava
Baron Blood,1972-02-25,0.0,0.0,0.0,Mario Bava
A Bay of Blood,1971-08-08,0.0,0.0,0.0,Mario Bava
"I'm a Cyborg, But That's OK",2006-12-07,4354510.0,0.0,0.0,Park Chan-wook
Battlefield Earth,2000-05-10,21400000.0,44000000.0,0.4863636363636364,Roger Christian
Returner,2002-08-31,0.0,0.0,0.0,Takashi Yamazaki
George and the Dragon,2004-03-28,0.0,32000000.0,0.0,Tom Reeve
The Fugitive,1993-08-06,368875760.0,44000000.0,8.38354,Andrew Davis
The Ladykillers,1955-12-08,0.0,0.0,0.0,Alexander Mackendrick
Le Samouraï,1967-10-25,39481.0,0.0,0.0,Jean-Pierre Melville
The Ladykillers,2004-03-25,0.0,0.0,0.0,Joel Coen
The Ladykillers,2004-03-25,0.0,0.0,0.0,Ethan Coen
Finders Killers,1971-03-27,0.0,0.0,0.0,Gianni Crea
Finder's Fee,2001-01-01,0.0,0.0,0.0,Jeff Probst
The Chorus,2004-03-17,0.0,0.0,0.0,Christophe Barratier
Hiroshima Mon Amour,1959-06-10,0.0,0.0,0.0,Alain Resnais
Dead Weekend,1995-10-08,0.0,0.0,0.0,Amos Poe
RoboCop,1987-07-17,53000000.0,13000000.0,4.076923076923077,Paul Verhoeven
RoboCop 2,1990-06-22,45681173.0,35000000.0,1.3051763714285711,Irvin Kershner
RoboCop 3,1993-04-17,10696210.0,22000000.0,0.4861913636363636,Fred Dekker
Space Cowboys,2000-07-31,128884132.0,65000000.0,1.9828328,Clint Eastwood
Immortal,2004-03-13,0.0,24665810.0,0.0,Enki Bilal
The Phantom of Liberty,1974-09-10,0.0,0.0,0.0,Luis Buñuel
Bee Movie,2007-10-28,287594577.0,150000000.0,1.91729718,Steve Hickner
Bee Movie,2007-10-28,287594577.0,150000000.0,1.91729718,Simon J. Smith
Le Beau Serge,1958-06-06,0.0,0.0,0.0,Claude Chabrol
Šíleně smutná princezna,1968-06-07,0.0,0.0,0.0,Bořivoj Zeman
Donkey Skin,1970-12-20,0.0,0.0,0.0,Jacques Demy
A Girl Cut in Two,2007-08-08,0.0,0.0,0.0,Claude Chabrol
Fermat's Room,2007-10-07,0.0,0.0,0.0,Luis Piedrahita
Fermat's Room,2007-10-07,0.0,0.0,0.0,Rodrigo Sopeña
Shock Treatment,1973-01-18,0.0,0.0,0.0,Alain Jessua
The Common Man,1975-02-26,0.0,0.0,0.0,Yves Boisset
"The Nibelungs, Tale 1: Siegfried",1966-12-13,0.0,0.0,0.0,Harald Reinl
"Cousin, Cousine",1975-11-19,0.0,0.0,0.0,Jean-Charles Tacchella
Count Dracula,1970-04-03,0.0,0.0,0.0,Jesús Franco
And the Ship Sails On,1983-10-06,0.0,0.0,0.0,Federico Fellini
Alice's Restaurant,1969-08-20,0.0,0.0,0.0,Arthur Penn
Wild Gals of the Naked West,1962-05-09,0.0,0.0,0.0,Russ Meyer
The Immoral Mr. Teas,1959-01-01,0.0,0.0,0.0,Russ Meyer
Up!,1976-10-01,0.0,0.0,0.0,Russ Meyer
The James Dean Story,1957-08-13,0.0,0.0,0.0,Robert Altman
The James Dean Story,1957-08-13,0.0,0.0,0.0,George W. George
Luther,2003-10-29,0.0,0.0,0.0,Eric Till
War and Peace,2007-10-19,0.0,0.0,0.0,Robert Dornhelm
War and Peace,2007-10-19,0.0,0.0,0.0,Brendan Donnison
Trancers,1984-11-07,0.0,400000.0,0.0,Charles Band
